,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
70,2023-09-27,16.870001,17.26,16.809999,17.15,17.15,1681300,GME
71,2023-09-28,18.02,18.1,16.440001,16.84,16.84,7431900,GME
72,2023-09-29,17.049999,17.26,16.4,16.459999,16.459999,3388600,GME
73,2023-10-02,16.299999,16.309999,15.26,15.39,15.39,6087700,GME
74,2023-10-03,15.29,15.29,14.57,14.6,14.6,4510300,GME
75,2023-10-04,14.77,14.94,14.44,14.87,14.87,2586400,GME
76,2023-10-05,14.7,14.98,14.58,14.71,14.71,1945100,GME
77,2023-10-06,14.59,15.26,14.58,15.08,15.08,2458300,GME
78,2023-10-09,14.77,15.5,14.72,15.4,15.4,2276300,GME
79,2023-10-10,15.5,16.190001,15.4,16.0,16.0,2915900,GME
80,2023-10-11,16.01,16.09,15.74,15.82,15.82,2098200,GME
81,2023-10-12,15.77,15.8,14.82,15.09,15.09,3180300,GME
82,2023-10-13,14.92,15.11,14.78,14.92,14.92,1823300,GME
83,2023-10-16,14.81,14.93,14.15,14.43,14.43,3508600,GME
84,2023-10-17,14.25,14.83,14.1,14.12,14.12,3842400,GME
85,2023-10-18,14.0,14.25,13.81,13.85,13.85,4045800,GME
86,2023-10-19,13.8,13.85,12.9,13.16,13.16,5808000,GME
87,2023-10-20,13.18,13.8,13.12,13.44,13.44,3657600,GME
88,2023-10-23,13.28,13.59,13.04,13.44,13.44,2785500,GME
89,2023-10-24,13.59,14.3,13.55,14.04,14.04,3738300,GME
90,2023-10-25,14.01,14.01,13.61,13.71,13.71,1967300,GME
91,2023-10-26,13.73,13.8,13.41,13.5,13.5,2036400,GME
92,2023-10-27,13.51,13.62,13.02,13.12,13.12,2481700,GME
93,2023-10-30,13.15,13.27,12.59,12.8,12.8,3475900,GME
94,2023-10-31,12.85,13.9,12.82,13.77,13.77,4574600,GME
95,2023-11-01,13.78,13.8,13.01,13.01,13.01,3430100,GME
96,2023-11-02,13.37,13.7,13.28,13.64,13.64,3566600,GME
97,2023-11-03,13.9,14.4,13.83,13.87,13.87,2963100,GME
98,2023-11-06,13.99,14.05,13.49,13.53,13.53,2164400,GME
99,2023-11-07,13.47,13.79,13.23,13.64,13.64,2354400,GME
100,2023-11-08,13.51,13.76,13.28,13.28,13.28,1705600,GME
101,2023-11-09,13.25,13.32,12.7,12.7,12.7,2750100,GME
102,2023-11-10,12.81,12.97,12.35,12.54,12.54,3872400,GME
103,2023-11-13,12.5,12.53,11.83,12.14,12.14,4318500,GME
104,2023-11-14,12.75,13.39,12.69,12.9,12.9,5187500,GME
105,2023-11-15,13.15,13.5,13.03,13.27,13.27,4121600,GME
106,2023-11-16,13.14,13.19,12.52,12.53,12.53,3425800,GME
107,2023-11-17,12.52,13.06,12.52,13.03,13.03,3414200,GME
108,2023-11-20,13.0,13.2,12.8,12.8,12.8,2294900,GME
109,2023-11-21,12.65,12.72,12.26,12.55,12.55,3710100,GME
110,2023-11-22,12.56,12.71,12.19,12.29,12.29,2358800,GME
111,2023-11-24,12.22,12.41,12.18,12.2,12.2,1232500,GME
112,2023-11-27,12.18,12.33,11.89,11.91,11.91,3710600,GME
113,2023-11-28,11.9,13.55,11.89,13.49,13.49,14192900,GME
114,2023-11-29,15.49,17.559999,14.7,16.25,16.25,61172800,GME
115,2023-11-30,16.290001,16.33,14.32,14.55,14.55,16537200,GME
116,2023-12-01,14.52,15.99,14.5,15.3,15.3,13347300,GME
117,2023-12-04,15.29,17.41,14.91,16.98,16.98,20098700,GME
118,2023-12-05,16.469999,16.719999,14.87,14.91,14.91,14220100,GME
119,2023-12-06,15.36,15.7,14.64,14.84,14.84,12691300,GME
120,2023-12-07,13.71,16.52,13.56,16.360001,16.360001,19840700,GME
121,2023-12-08,15.83,16.48,15.47,15.55,15.55,10375400,GME
122,2023-12-11,15.45,15.69,14.98,15.07,15.07,4961200,GME
123,2023-12-12,15.12,15.36,14.84,15.22,15.22,4210700,GME
124,2023-12-13,15.22,16.799999,15.19,16.690001,16.690001,9086900,GME
125,2023-12-14,17.139999,17.879999,16.799999,17.440001,17.440001,10750700,GME
126,2023-12-15,17.4,17.58,17.01,17.26,17.26,7110100,GME
127,2023-12-18,17.24,18.51,17.1,17.860001,17.860001,7352200,GME
128,2023-12-19,17.889999,18.59,17.23,17.719999,17.719999,5447100,GME
129,2023-12-20,17.530001,18.379999,16.889999,16.93,16.93,5553000,GME
130,2023-12-21,17.190001,17.34,16.59,16.98,16.98,3975300,GME
131,2023-12-22,16.780001,17.200001,16.450001,16.969999,16.969999,3325100,GME
132,2023-12-26,16.98,17.41,16.82,17.360001,17.360001,3079600,GME
133,2023-12-27,17.43,18.370001,17.370001,18.370001,18.370001,4800100,GME
134,2023-12-28,18.049999,18.32,17.85,18.07,18.07,3574800,GME
135,2023-12-29,18.040001,18.16,17.459999,17.530001,17.530001,4524200,GME
136,2024-01-02,17.25,17.6,16.58,16.67,16.67,4428000,GME
137,2024-01-03,16.299999,16.83,15.9,16.690001,16.690001,4193600,GME
138,2024-01-04,16.51,16.75,16.309999,16.360001,16.360001,2671500,GME
139,2024-01-05,16.16,16.52,15.96,15.96,15.96,2615700,GME
140,2024-01-08,15.78,16.120001,15.7,15.79,15.79,3031100,GME
141,2024-01-09,15.59,15.62,15.12,15.16,15.16,3105300,GME
142,2024-01-10,15.12,15.76,14.97,15.73,15.73,3191700,GME
143,2024-01-11,15.65,15.8,15.24,15.25,15.25,2992200,GME
144,2024-01-12,15.3,15.62,14.73,14.75,14.75,2475500,GME
145,2024-01-16,14.6,14.62,13.93,13.98,13.98,3581200,GME
146,2024-01-17,13.86,14.11,13.71,14.08,14.08,2706200,GME
147,2024-01-18,14.2,14.77,14.05,14.29,14.29,3906000,GME
148,2024-01-19,14.36,14.6,14.09,14.51,14.51,2391500,GME
149,2024-01-22,14.5,15.16,14.3,14.9,14.9,3606500,GME
150,2024-01-23,15.0,15.02,14.05,14.18,14.18,3495300,GME
151,2024-01-24,14.28,14.38,13.82,13.95,13.95,2513800,GME
152,2024-01-25,13.97,14.54,13.92,14.52,14.52,3635900,GME
153,2024-01-26,14.44,14.72,14.41,14.49,14.49,2288800,GME
154,2024-01-29,14.5,14.81,14.32,14.78,14.78,2164200,GME
155,2024-01-30,14.54,14.82,14.51,14.55,14.55,1652600,GME
156,2024-01-31,14.4,14.83,14.22,14.23,14.23,2684700,GME
157,2024-02-01,14.34,14.42,14.02,14.42,14.42,2220200,GME
158,2024-02-02,14.15,14.92,14.08,14.73,14.73,2922600,GME
159,2024-02-05,14.5,14.61,13.4,13.46,13.46,4361500,GME
160,2024-02-06,13.6,14.3,13.43,14.1,14.1,3047800,GME
161,2024-02-07,14.12,14.3,13.78,14.07,14.07,1947800,GME
162,2024-02-08,14.01,14.44,13.89,14.35,14.35,1838300,GME
163,2024-02-09,14.37,15.23,14.3,14.66,14.66,3575300,GME
164,2024-02-12,14.58,15.22,14.53,14.73,14.73,2750100,GME
165,2024-02-13,14.2,14.4,13.77,14.17,14.17,3788700,GME
166,2024-02-14,14.33,14.43,14.05,14.41,14.41,2504400,GME
167,2024-02-15,14.54,14.75,14.23,14.51,14.51,2400500,GME
168,2024-02-16,14.46,14.53,14.1,14.12,14.12,2297200,GME
169,2024-02-20,13.96,14.05,13.16,13.49,13.49,3784500,GME
170,2024-02-21,13.46,13.67,13.23,13.41,13.41,1731300,GME
171,2024-02-22,13.5,13.65,13.34,13.36,13.36,1817800,GME
172,2024-02-23,13.3,13.79,13.12,13.51,13.51,2319700,GME
173,2024-02-26,13.31,13.75,13.2,13.68,13.68,2278600,GME
174,2024-02-27,13.7,14.29,13.68,14.21,14.21,2795500,GME
175,2024-02-28,14.0,14.47,13.89,14.24,14.24,2440700,GME
176,2024-02-29,14.34,14.65,14.03,14.27,14.27,2638700,GME
177,2024-03-01,14.18,15.09,13.99,14.95,14.95,4890900,GME
178,2024-03-04,14.93,15.59,14.83,15.22,15.22,4367600,GME
179,2024-03-05,14.95,15.28,14.78,15.0,15.0,3152700,GME
180,2024-03-06,15.22,15.89,14.94,15.26,15.26,3818100,GME
181,2024-03-07,15.26,15.51,15.05,15.26,15.26,2111900,GME
182,2024-03-08,15.4,15.63,14.52,14.65,14.65,3165700,GME
183,2024-03-11,14.64,14.94,14.36,14.43,14.43,2111900,GME
184,2024-03-12,14.35,14.84,14.09,14.72,14.72,2382600,GME
185,2024-03-13,14.69,15.2,14.62,14.87,14.87,2898100,GME
186,2024-03-14,14.8,15.02,14.4,14.63,14.63,2534200,GME
187,2024-03-15,14.55,14.83,14.21,14.24,14.24,4476500,GME
188,2024-03-18,14.25,14.3,13.9,13.91,13.91,3490800,GME
189,2024-03-19,13.76,13.89,13.3,13.41,13.41,3894700,GME
190,2024-03-20,13.47,13.79,13.21,13.48,13.48,3921300,GME
191,2024-03-21,13.56,14.02,13.48,13.66,13.66,3382800,GME
192,2024-03-22,13.76,13.95,13.01,13.1,13.1,4400000,GME
193,2024-03-25,13.42,15.15,13.31,15.12,15.12,10416300,GME
194,2024-03-26,15.15,15.63,14.75,15.5,15.5,17245800,GME
195,2024-03-27,13.05,13.72,12.8,13.17,13.17,17871300,GME
196,2024-03-28,13.19,13.19,12.47,12.52,12.52,8473500,GME
197,2024-04-01,12.63,12.67,11.55,11.99,11.99,9207100,GME
198,2024-04-02,11.84,11.99,11.26,11.28,11.28,6327700,GME
199,2024-04-03,11.22,11.5,10.9,11.38,11.38,4331500,GME
200,2024-04-04,11.5,11.83,11.38,11.53,11.53,4347000,GME
201,2024-04-05,11.3,11.5,10.97,11.25,11.25,4750800,GME
202,2024-04-08,11.3,11.37,10.83,10.83,10.83,3659100,GME
203,2024-04-09,10.85,11.18,10.73,11.01,11.01,3514400,GME
204,2024-04-10,10.9,11.07,10.75,10.85,10.85,3546200,GME
205,2024-04-11,10.91,11.39,10.8,11.29,11.29,3802100,GME
206,2024-04-12,11.21,11.23,10.76,10.77,10.77,3196300,GME
207,2024-04-15,10.81,10.84,10.06,10.06,10.06,5086300,GME
208,2024-04-16,10.0,10.55,9.95,10.37,10.37,4162100,GME
209,2024-04-17,10.44,10.59,10.3,10.3,10.3,2096700,GME
210,2024-04-18,10.32,10.63,10.27,10.31,10.31,2175400,GME
211,2024-04-19,10.2,10.5,10.2,10.42,10.42,2455100,GME
212,2024-04-22,10.41,10.45,10.01,10.01,10.01,3261000,GME
213,2024-04-23,10.05,10.28,10.01,10.16,10.16,2511800,GME
214,2024-04-24,10.16,10.94,10.16,10.93,10.93,4829600,GME
215,2024-04-25,10.7,11.21,10.48,11.21,11.21,4903800,GME
216,2024-04-26,11.18,12.19,11.0,11.9,11.9,7685100,GME
217,2024-04-29,11.84,11.96,11.18,11.29,11.29,3821500,GME
218,2024-04-30,11.18,11.3,10.91,11.09,11.09,2866500,GME
219,2024-05-01,11.03,11.32,10.7,10.91,10.91,2653200,GME
220,2024-05-02,11.11,12.88,10.96,12.76,12.76,8654800,GME
221,2024-05-03,12.42,17.450001,12.31,16.469999,16.469999,36292400,GME
222,2024-05-06,14.99,17.4,13.62,16.309999,16.309999,48018700,GME
223,2024-05-07,15.85,17.290001,14.93,16.309999,16.309999,24308600,GME
224,2024-05-08,16.049999,17.24,15.33,15.92,15.92,24775100,GME
225,2024-05-09,15.9,18.51,15.35,18.01,18.01,25759300,GME
226,2024-05-10,17.93,20.200001,16.879999,17.459999,17.459999,36831900,GME
227,2024-05-13,26.34,38.200001,24.77,30.450001,30.450001,187241700,GME
228,2024-05-14,64.830002,64.830002,36.0,48.75,48.75,206979100,GME
229,2024-05-15,40.310001,42.349998,31.0,39.549999,39.549999,131790100,GME
230,2024-05-16,33.98,35.240002,27.59,27.67,27.67,76177600,GME
231,2024-05-17,21.860001,22.41,19.700001,22.209999,22.209999,96079600,GME
232,2024-05-20,21.540001,23.4,18.940001,23.139999,23.139999,55261600,GME
233,2024-05-21,22.24,22.85,20.040001,22.120001,22.120001,49250100,GME
234,2024-05-22,21.559999,22.25,20.76,21.120001,21.120001,43521400,GME
235,2024-05-23,21.4,21.4,18.26,18.32,18.32,30561100,GME
236,2024-05-24,18.42,19.68,17.700001,19.0,19.0,41886700,GME
237,2024-05-28,23.1,26.66,21.15,23.780001,23.780001,105077600,GME
238,2024-05-29,22.0,22.98,21.049999,21.24,21.24,26921200,GME
239,2024-05-30,21.02,22.700001,20.1,22.610001,22.610001,24508800,GME
240,2024-05-31,22.58,23.719999,21.68,23.139999,23.139999,22174300,GME
241,2024-06-03,40.189999,40.5,26.4,28.0,28.0,165808300,GME
242,2024-06-04,26.26,28.01,25.200001,26.5,26.5,51662100,GME
243,2024-06-05,26.299999,31.84,26.110001,31.57,31.57,73156400,GME
244,2024-06-06,31.57,47.5,31.280001,46.549999,46.549999,206685800,GME
245,2024-06-07,37.689999,48.0,26.120001,28.219999,28.219999,279054400,GME
246,2024-06-10,28.969999,29.34,23.059999,24.83,24.83,131572400,GME
247,2024-06-11,24.4,30.92,22.790001,30.49,30.49,146914700,GME
248,2024-06-12,29.17,33.700001,24.83,25.459999,25.459999,147986700,GME
249,2024-06-13,26.559999,29.58,25.559999,29.120001,29.120001,107306600,GME
250,2024-06-14,29.23,30.66,27.41,28.700001,28.700001,81683000,GME
