,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
0,2023-06-16,351.320007,351.470001,341.950012,342.329987,339.672821,46533600,MSFT
1,2023-06-20,339.309998,342.079987,335.859985,338.049988,335.426086,26375400,MSFT
2,2023-06-21,336.369995,337.730011,332.070007,333.559998,330.970947,25117800,MSFT
3,2023-06-22,334.119995,340.119995,333.339996,339.709991,337.073181,23556800,MSFT
4,2023-06-23,334.359985,337.959991,333.450012,335.019989,332.419617,23084700,MSFT
5,2023-06-26,333.720001,336.109985,328.48999,328.600006,326.049438,21520600,MSFT
6,2023-06-27,331.859985,336.149994,329.299988,334.570007,331.973083,24354100,MSFT
7,2023-06-28,334.660004,337.980011,333.809998,335.850006,333.243164,20259500,MSFT
8,2023-06-29,334.709991,336.109985,332.619995,335.049988,332.449371,16997000,MSFT
9,2023-06-30,337.75,342.730011,337.200012,340.540009,337.896759,26823800,MSFT
10,2023-07-03,339.190002,340.899994,336.570007,337.98999,335.366547,12508700,MSFT
11,2023-07-05,335.089996,341.649994,334.730011,338.149994,335.525299,18172400,MSFT
12,2023-07-06,337.299988,342.98999,335.5,341.269989,338.621063,28161200,MSFT
13,2023-07-07,339.320007,341.790009,337.0,337.220001,334.602478,21185300,MSFT
14,2023-07-10,334.600006,335.230011,327.589996,331.829987,329.254333,32791400,MSFT
15,2023-07-11,331.059998,332.859985,327.0,332.470001,329.889404,26698200,MSFT
16,2023-07-12,336.600006,341.649994,335.670013,337.200012,334.582733,29995300,MSFT
17,2023-07-13,339.559998,343.73999,339.019989,342.660004,340.000275,20567200,MSFT
18,2023-07-14,347.589996,351.429993,344.309998,345.23999,342.560242,28302200,MSFT
19,2023-07-17,345.679993,346.98999,342.200012,345.730011,343.046478,20363900,MSFT
20,2023-07-18,345.829987,366.779999,342.170013,359.48999,356.699646,64872700,MSFT
21,2023-07-19,361.75,362.459991,352.440002,355.079987,352.323883,39732900,MSFT
22,2023-07-20,353.570007,357.970001,345.369995,346.869995,344.177643,33778400,MSFT
23,2023-07-21,349.149994,350.299988,339.829987,343.769989,341.101654,69368900,MSFT
24,2023-07-24,345.850006,346.920013,342.309998,345.109985,342.431274,26678100,MSFT
25,2023-07-25,347.109985,351.890015,345.070007,350.980011,348.255707,41637700,MSFT
26,2023-07-26,341.440002,344.670013,333.109985,337.769989,335.148224,58383700,MSFT
27,2023-07-27,340.480011,341.329987,329.049988,330.720001,328.152985,39635300,MSFT
28,2023-07-28,333.670013,340.01001,333.170013,338.369995,335.743591,28484900,MSFT
29,2023-07-31,336.920013,337.700012,333.359985,335.920013,333.312622,25446000,MSFT
30,2023-08-01,335.190002,338.540009,333.700012,336.339996,333.72934,18311900,MSFT
31,2023-08-02,333.630005,333.630005,326.359985,327.5,324.957977,27761300,MSFT
32,2023-08-03,326.0,329.880005,325.950012,326.660004,324.124481,18253700,MSFT
33,2023-08-04,331.880005,335.140015,327.23999,327.779999,325.235748,23727700,MSFT
