,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
0,2023-06-16,45.0,45.119999,44.34,44.650002,43.143349,12631600,BK
1,2023-06-20,44.459999,44.509998,43.990002,44.360001,42.863132,4586200,BK
2,2023-06-21,44.419998,44.52,43.98,44.0,42.515278,3149300,BK
3,2023-06-22,43.900002,44.009998,43.099998,43.25,41.790588,3668500,BK
4,2023-06-23,42.740002,43.029999,42.439999,42.84,41.394421,5123100,BK
5,2023-06-26,42.950001,43.439999,42.73,43.029999,41.578014,3594900,BK
6,2023-06-27,43.07,43.84,42.790001,43.84,42.36068,5966000,BK
7,2023-06-28,43.779999,43.799999,43.240002,43.560001,42.09013,2581100,BK
8,2023-06-29,43.869999,44.209999,43.650002,44.200001,42.708534,3857700,BK
9,2023-06-30,44.639999,44.740002,44.200001,44.52,43.017735,3402400,BK
10,2023-07-03,44.619999,45.32,44.580002,45.07,43.549175,1446500,BK
11,2023-07-05,44.689999,45.119999,44.459999,44.48,42.979088,3298000,BK
12,2023-07-06,43.810001,43.919998,43.220001,43.82,42.341354,3372000,BK
13,2023-07-07,43.799999,44.66,43.720001,44.380001,42.882462,3898500,BK
14,2023-07-10,44.150002,44.630001,43.959999,44.110001,42.621571,3865700,BK
15,2023-07-11,44.52,44.779999,44.240002,44.650002,43.143349,3825500,BK
16,2023-07-12,45.200001,45.540001,45.009998,45.220001,43.694115,5945100,BK
17,2023-07-13,45.389999,45.669998,45.060001,45.560001,44.022644,4943700,BK
18,2023-07-14,45.68,45.700001,42.080002,42.529999,41.094883,12802400,BK
19,2023-07-17,42.66,43.560001,42.580002,43.540001,42.070805,8247600,BK
20,2023-07-18,43.759998,45.830002,43.099998,45.330002,43.800404,10867000,BK
21,2023-07-19,45.619999,46.560001,45.27,45.599998,44.061291,8211100,BK
22,2023-07-20,45.630001,45.830002,45.099998,45.630001,44.090282,6894200,BK
23,2023-07-21,45.66,45.740002,44.91,45.0,43.481537,4710900,BK
24,2023-07-24,45.049999,46.130001,45.0,45.509998,43.974327,4043000,BK
25,2023-07-25,45.59,45.75,44.75,44.799999,43.288288,3634500,BK
26,2023-07-26,45.0,45.93,44.91,45.619999,44.080616,4537300,BK
27,2023-07-27,45.32,45.970001,45.029999,45.139999,44.022102,3690100,BK
